,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
2323,40,self-employed,married,no,22,197,-1,0,unknown,no
2324,34,blue-collar,married,yes,8,956,-1,0,unknown,no
2325,38,admin.,single,no,12,95,327,9,other,no
2326,32,services,married,no,15,546,-1,0,unknown,no
2327,41,admin.,married,yes,30,124,-1,0,unknown,no
2328,25,blue-collar,single,no,7,113,-1,0,unknown,no
2329,38,blue-collar,divorced,no,7,245,-1,0,unknown,no
2330,26,technician,single,no,22,188,-1,0,unknown,no
2331,37,technician,single,no,19,199,-1,0,unknown,no
2332,30,management,married,no,5,470,426,3,other,yes
2333,36,services,married,no,14,90,-1,0,unknown,no
2334,33,management,married,no,23,350,-1,0,unknown,no
2335,33,admin.,single,no,7,31,363,2,failure,no
2336,35,management,married,no,9,156,-1,0,unknown,no
2337,24,services,married,no,27,299,-1,0,unknown,no
2338,29,unemployed,married,no,30,510,-1,0,unknown,no
2339,54,blue-collar,married,no,25,177,-1,0,unknown,no
2340,27,admin.,married,no,13,123,-1,0,unknown,no
2341,34,management,married,no,2,270,-1,0,unknown,no
2342,39,blue-collar,married,no,16,225,-1,0,unknown,no
2343,38,management,married,no,28,63,-1,0,unknown,no
2344,37,management,married,no,3,247,-1,0,unknown,no
2345,26,services,single,yes,30,206,239,3,failure,no
2346,36,entrepreneur,married,no,6,168,-1,0,unknown,no
2347,35,management,single,no,21,836,-1,0,unknown,no
2348,30,management,single,no,8,131,-1,0,unknown,no
2349,25,technician,single,yes,3,89,-1,0,unknown,no
2350,34,technician,married,no,29,116,-1,0,unknown,no
2352,39,admin.,married,no,6,36,-1,0,unknown,no
2353,34,management,married,no,21,240,-1,0,unknown,no
2354,34,management,single,no,22,132,-1,0,unknown,no
2355,30,services,married,yes,17,544,-1,0,unknown,no
2356,33,services,married,yes,8,266,-1,0,unknown,no
2357,30,student,single,no,4,443,-1,0,unknown,no
2358,51,blue-collar,married,no,10,324,-1,0,unknown,no
2359,36,services,single,no,6,15,207,3,failure,no
2360,48,blue-collar,married,no,28,263,-1,0,unknown,no
2361,37,services,divorced,no,11,199,-1,0,unknown,no
2362,58,management,married,no,29,145,-1,0,unknown,no
2363,56,management,divorced,yes,2,56,-1,0,unknown,no
2364,34,blue-collar,married,no,5,11,-1,0,unknown,no
2365,33,admin.,divorced,no,18,411,173,2,other,no
2366,26,services,single,no,29,165,-1,0,unknown,no
2367,40,management,single,no,12,619,-1,0,unknown,no
2368,35,services,married,no,17,203,-1,0,unknown,no
2369,45,entrepreneur,married,no,7,254,-1,0,unknown,no
2370,37,technician,single,no,13,1149,-1,0,unknown,yes
2371,35,management,divorced,no,9,189,-1,0,unknown,no
2372,43,services,single,no,12,707,97,2,success,yes
2373,28,blue-collar,married,no,15,196,-1,0,unknown,no
2374,32,blue-collar,divorced,no,9,171,-1,0,unknown,no
2375,26,unemployed,single,no,28,1451,-1,0,unknown,yes
2376,35,services,married,no,2,563,-1,0,unknown,yes
2377,35,technician,single,no,11,239,-1,0,unknown,no
2378,39,blue-collar,married,no,28,73,-1,0,unknown,no
2379,42,blue-collar,divorced,no,6,203,334,2,failure,no
2380,32,technician,single,no,6,158,167,1,success,no
2381,30,unemployed,married,no,9,100,-1,0,unknown,no
2382,26,management,single,yes,8,160,-1,0,unknown,no
2383,30,student,single,no,19,661,-1,0,unknown,no
2384,32,management,married,no,14,166,-1,0,unknown,no
2385,47,services,married,yes,29,114,-1,0,unknown,no
2386,33,technician,married,no,29,58,-1,0,unknown,no
2387,57,blue-collar,married,no,31,25,-1,0,unknown,no
2388,35,admin.,married,no,7,121,-1,0,unknown,no
2389,53,technician,married,yes,16,226,-1,0,unknown,no
2390,24,retired,single,yes,16,234,-1,0,unknown,no
2391,54,management,divorced,yes,10,88,-1,0,unknown,no
2392,31,management,married,yes,21,85,-1,0,unknown,no
2393,41,entrepreneur,married,no,18,134,-1,0,unknown,no
2395,35,services,single,no,14,152,-1,0,unknown,no
2396,30,management,married,no,13,202,83,5,failure,no
2397,43,blue-collar,single,no,30,379,-1,0,unknown,no
2398,51,entrepreneur,married,yes,28,123,-1,0,unknown,no
2399,60,retired,married,no,30,156,-1,0,unknown,no
2400,43,self-employed,married,no,17,332,-1,0,unknown,no
2401,31,management,married,no,14,90,-1,0,unknown,no
2402,56,management,married,no,20,291,-1,0,unknown,no
2403,42,technician,married,no,6,23,-1,0,unknown,no
2404,52,entrepreneur,married,no,21,122,-1,0,unknown,no
2405,40,technician,married,yes,26,105,172,1,failure,no
2406,36,services,married,no,11,1143,-1,0,unknown,no
2407,40,services,married,no,26,70,-1,0,unknown,no
2408,46,blue-collar,married,no,8,264,-1,0,unknown,no
2409,32,admin.,single,no,27,204,-1,0,unknown,no
2410,31,housemaid,single,no,19,182,-1,0,unknown,no
2411,41,technician,divorced,no,17,386,-1,0,unknown,no
2412,58,housemaid,married,yes,5,295,-1,0,unknown,no
2413,36,services,married,no,12,86,-1,0,unknown,no
2414,52,technician,married,no,28,16,-1,0,unknown,no
2415,42,management,married,no,20,413,-1,0,unknown,no
2416,32,management,single,yes,29,323,-1,0,unknown,no
2417,62,management,married,no,13,78,-1,0,unknown,no
2418,31,technician,single,no,25,121,-1,0,unknown,no
2419,41,blue-collar,single,yes,20,477,-1,0,unknown,yes
2420,34,self-employed,married,no,19,265,-1,0,unknown,no
2421,44,management,single,no,27,418,-1,0,unknown,yes
2422,42,blue-collar,married,no,28,386,-1,0,unknown,no
2423,37,entrepreneur,single,no,19,594,-1,0,unknown,no
2424,47,management,married,no,8,161,-1,0,unknown,no
2425,32,unemployed,married,yes,5,450,-1,0,unknown,no
2426,46,blue-collar,married,no,25,217,-1,0,unknown,no
2427,39,technician,single,no,8,136,-1,0,unknown,no
2428,28,services,single,no,9,322,-1,0,unknown,no
2429,26,student,single,no,16,104,196,1,failure,no
2430,52,technician,married,yes,17,189,111,4,failure,no
2431,42,unemployed,married,no,15,250,415,2,failure,yes
2432,33,technician,divorced,no,19,123,-1,0,unknown,no
2433,73,retired,married,no,23,427,182,2,failure,yes
2434,35,admin.,single,yes,8,632,-1,0,unknown,no
2435,40,management,married,no,13,101,-1,0,unknown,no
2436,51,technician,married,no,24,467,88,4,other,yes
2437,37,admin.,single,no,16,640,-1,0,unknown,no
2438,39,management,married,yes,16,517,255,1,failure,no
2439,28,blue-collar,married,no,13,160,-1,0,unknown,no
2440,49,technician,divorced,no,12,177,-1,0,unknown,no
2441,36,admin.,married,no,21,206,-1,0,unknown,no
2442,45,technician,married,no,7,208,-1,0,unknown,no
2443,29,technician,single,no,12,169,-1,0,unknown,no
2444,35,management,married,no,14,287,415,1,failure,yes
2445,35,housemaid,married,yes,17,505,-1,0,unknown,no
2446,30,blue-collar,married,no,18,284,371,1,failure,no
2447,46,blue-collar,married,no,30,89,235,2,failure,no
2448,25,student,single,no,29,138,-1,0,unknown,no
2449,36,management,married,no,14,321,189,4,success,yes
2450,42,blue-collar,married,no,15,262,-1,0,unknown,no
2451,57,admin.,married,no,13,61,-1,0,unknown,no
2452,42,management,divorced,no,24,217,-1,0,unknown,no
2453,29,management,married,yes,14,192,-1,0,unknown,no
2454,36,technician,married,no,29,174,-1,0,unknown,no
2455,31,unemployed,married,no,25,292,-1,0,unknown,no
2456,59,technician,married,no,29,240,-1,0,unknown,no
2457,50,unemployed,divorced,no,4,282,-1,0,unknown,no
2458,47,admin.,married,yes,14,128,-1,0,unknown,no
2459,46,housemaid,married,no,2,161,-1,0,unknown,no
2460,26,blue-collar,single,no,29,291,244,4,failure,no
2461,31,services,single,no,20,356,-1,0,unknown,no
2462,30,services,married,no,21,294,-1,0,unknown,no
2463,47,blue-collar,single,no,18,422,-1,0,unknown,no
2464,23,technician,single,no,28,806,-1,0,unknown,yes
2465,44,unemployed,single,no,16,227,-1,0,unknown,no
2466,42,self-employed,married,no,17,560,-1,0,unknown,no
2467,32,services,single,no,17,135,-1,0,unknown,no
2468,28,admin.,single,no,3,361,-1,0,unknown,no
2469,57,retired,married,yes,18,246,-1,0,unknown,no
2470,38,technician,married,no,4,419,-1,0,unknown,no
2471,22,student,single,no,8,449,38,10,other,yes
2472,54,admin.,married,no,17,71,-1,0,unknown,no
2473,32,technician,married,no,21,357,-1,0,unknown,no
2474,32,management,married,no,18,164,179,3,failure,no
2475,59,admin.,divorced,no,15,263,-1,0,unknown,no
2476,45,technician,married,no,18,146,-1,0,unknown,no
2478,50,admin.,divorced,no,28,72,363,4,failure,no
2479,34,technician,married,yes,12,131,-1,0,unknown,no
2480,35,admin.,divorced,yes,21,808,-1,0,unknown,yes
2481,30,management,married,no,17,1183,-1,0,unknown,no
2482,62,housemaid,married,no,4,123,-1,0,unknown,no
2483,40,blue-collar,married,no,29,483,-1,0,unknown,no
2484,26,self-employed,single,no,4,238,-1,0,unknown,no
2485,34,management,married,no,11,90,-1,0,unknown,no
2488,35,technician,married,no,23,240,-1,0,unknown,no
2489,55,retired,married,yes,14,104,-1,0,unknown,no
2490,34,admin.,married,no,29,109,-1,0,unknown,no
2491,58,retired,married,no,30,598,-1,0,unknown,no
2492,50,management,single,no,16,274,-1,0,unknown,no
2493,31,technician,single,no,7,123,-1,0,unknown,no
2494,47,admin.,divorced,yes,23,70,-1,0,unknown,no
2495,38,self-employed,single,no,23,260,-1,0,unknown,no
2496,46,management,single,no,29,190,-1,0,unknown,no
2497,42,blue-collar,married,no,14,521,-1,0,unknown,no
2498,34,blue-collar,married,no,14,228,-1,0,unknown,no
2499,37,management,married,no,17,466,-1,0,unknown,yes
2500,38,student,single,no,27,74,-1,0,unknown,no
2501,59,retired,married,no,29,57,-1,0,unknown,no
2502,32,admin.,married,no,30,119,-1,0,unknown,no
2503,55,management,married,no,19,124,-1,0,unknown,no
2504,35,blue-collar,married,yes,31,65,-1,0,unknown,no
2505,56,management,divorced,yes,28,127,-1,0,unknown,no
2506,27,admin.,married,no,14,172,-1,0,unknown,no
2507,42,unemployed,single,no,30,174,-1,0,unknown,no
2508,42,student,married,no,31,41,-1,0,unknown,no
2509,41,blue-collar,married,no,30,232,-1,0,unknown,no
2510,53,retired,divorced,yes,6,161,-1,0,unknown,no
2511,67,retired,married,no,16,124,-1,0,unknown,no
2512,53,housemaid,married,yes,5,701,-1,0,unknown,yes
2513,33,blue-collar,married,no,9,162,-1,0,unknown,no
2514,31,technician,single,no,6,431,-1,0,unknown,no
2515,31,admin.,married,no,18,191,-1,0,unknown,no
2516,30,management,married,no,11,249,-1,0,unknown,no
2517,48,blue-collar,married,no,6,189,-1,0,unknown,no
2518,30,technician,single,no,25,167,-1,0,unknown,no
2519,43,technician,single,no,29,73,-1,0,unknown,no
2520,38,management,divorced,no,30,162,-1,0,unknown,no
2521,46,unemployed,married,no,12,235,-1,0,unknown,no
2522,59,blue-collar,divorced,no,15,44,-1,0,unknown,no
2523,44,management,divorced,yes,26,127,-1,0,unknown,no
2524,35,blue-collar,married,no,20,93,329,7,failure,no
2525,55,blue-collar,married,no,30,143,2,3,other,no
2526,39,management,single,no,16,81,-1,0,unknown,no
2527,36,services,single,yes,17,77,-1,0,unknown,no
2528,33,blue-collar,married,no,23,115,-1,0,unknown,no
2529,48,management,single,no,17,125,111,3,failure,no
2530,33,management,single,no,19,53,-1,0,unknown,no
2531,67,retired,married,no,4,77,-1,0,unknown,no
2532,48,unemployed,divorced,no,3,45,-1,0,unknown,no
2533,57,management,married,no,11,74,-1,0,unknown,no
2534,31,housemaid,married,no,21,169,-1,0,unknown,no
2535,30,student,single,no,11,269,-1,0,unknown,no
2536,56,entrepreneur,divorced,no,29,52,227,1,failure,no
2537,26,blue-collar,married,no,22,246,-1,0,unknown,no
2538,44,management,married,no,20,218,-1,0,unknown,no
2539,44,technician,divorced,no,13,167,92,1,success,yes
2540,31,management,married,no,21,316,99,9,other,yes
2541,47,self-employed,married,no,15,142,-1,0,unknown,no
2542,30,admin.,single,no,21,75,-1,0,unknown,no
2543,37,management,married,yes,2,204,-1,0,unknown,no
2544,56,admin.,divorced,yes,10,542,-1,0,unknown,no
2545,43,management,single,yes,16,122,-1,0,unknown,no
2546,42,services,married,no,30,70,-1,0,unknown,no
2547,60,management,married,no,8,266,-1,0,unknown,no
2548,34,blue-collar,married,no,6,34,-1,0,unknown,no
2549,34,management,single,no,22,203,-1,0,unknown,no
2550,41,management,married,yes,6,85,-1,0,unknown,no
2551,38,management,divorced,no,21,11,-1,0,unknown,no
2552,23,services,married,no,20,13,-1,0,unknown,no
2553,33,management,married,no,13,562,-1,0,unknown,yes
2554,36,blue-collar,married,no,6,185,-1,0,unknown,no
2555,49,unemployed,married,no,22,158,59,2,failure,no
2556,34,admin.,divorced,no,12,515,350,5,failure,yes
2557,40,technician,divorced,no,13,60,-1,0,unknown,no
2558,72,retired,married,no,24,173,-1,0,unknown,no
2559,43,technician,married,no,16,353,-1,0,unknown,no
2560,44,blue-collar,married,no,11,143,357,1,failure,no
2561,35,admin.,married,no,20,18,-1,0,unknown,no
2562,46,admin.,divorced,no,18,466,-1,0,unknown,no
2563,55,admin.,married,no,17,85,151,1,failure,no
2564,50,technician,divorced,yes,24,148,-1,0,unknown,no
2565,23,blue-collar,single,no,18,123,-1,0,unknown,no
2566,34,student,married,no,30,121,-1,0,unknown,no
2567,40,blue-collar,married,yes,29,245,-1,0,unknown,no
2568,61,retired,married,no,6,215,-1,0,unknown,yes
2569,53,technician,married,no,15,190,-1,0,unknown,no
2570,57,technician,married,no,13,44,-1,0,unknown,no
2571,28,blue-collar,married,no,30,171,-1,0,unknown,no
2572,25,admin.,married,no,30,62,-1,0,unknown,no
2573,38,blue-collar,married,yes,20,172,-1,0,unknown,no
2574,27,services,single,no,23,78,-1,0,unknown,no
2575,45,blue-collar,married,no,15,319,-1,0,unknown,no
2576,31,services,single,yes,2,111,-1,0,unknown,no
2577,39,blue-collar,married,no,6,158,-1,0,unknown,no
2578,42,technician,married,no,29,82,-1,0,unknown,no
2579,46,management,married,no,20,128,-1,0,unknown,no
2580,36,services,married,no,8,102,-1,0,unknown,no
2581,30,management,single,no,16,124,-1,0,unknown,no
2582,32,blue-collar,married,no,17,334,-1,0,unknown,no
2583,52,technician,married,no,28,134,204,2,success,yes
2584,31,management,married,no,27,218,-1,0,unknown,no
2585,60,management,married,no,9,313,-1,0,unknown,no
2586,35,blue-collar,single,yes,6,207,-1,0,unknown,no
2587,38,management,married,no,6,262,-1,0,unknown,no
2588,46,management,divorced,no,19,134,-1,0,unknown,no
2589,45,entrepreneur,divorced,yes,11,197,-1,0,unknown,no
2590,59,services,married,no,12,214,-1,0,unknown,no
2591,34,management,married,yes,30,1165,-1,0,unknown,no
2592,33,technician,divorced,no,7,177,-1,0,unknown,no
2593,46,management,single,no,23,141,-1,0,unknown,no
2594,48,admin.,married,yes,29,164,-1,0,unknown,no
2595,31,services,single,no,16,151,-1,0,unknown,no
2596,32,technician,married,no,4,145,260,4,failure,no
2597,35,blue-collar,divorced,no,26,111,-1,0,unknown,no
2598,36,blue-collar,single,no,2,217,221,1,failure,no
2599,52,management,married,no,7,253,-1,0,unknown,no
2600,45,management,divorced,no,18,74,-1,0,unknown,no
2601,34,management,married,no,20,263,-1,0,unknown,no
2602,25,blue-collar,married,no,3,233,-1,0,unknown,no
2603,26,management,single,no,13,402,-1,0,unknown,no
2604,57,management,married,no,30,585,-1,0,unknown,no
2605,48,management,married,yes,14,145,-1,0,unknown,no
2606,48,technician,married,no,16,143,-1,0,unknown,no
2607,32,blue-collar,married,yes,8,524,-1,0,unknown,no
2608,58,retired,married,no,11,270,-1,0,unknown,no
2609,57,management,married,no,4,272,-1,0,unknown,no
2610,31,entrepreneur,married,no,20,187,-1,0,unknown,no
2611,33,blue-collar,single,no,18,268,-1,0,unknown,no
2612,53,entrepreneur,married,yes,17,183,-1,0,unknown,no
2613,36,admin.,married,no,27,123,99,8,failure,no
2614,32,technician,single,no,20,20,-1,0,unknown,no
2615,45,blue-collar,married,no,6,232,253,1,failure,no
2616,35,unemployed,married,no,19,547,-1,0,unknown,no
2617,41,services,married,no,21,71,-1,0,unknown,no
2618,54,services,married,no,31,113,-1,0,unknown,no
2619,49,services,married,no,8,780,-1,0,unknown,yes
2620,28,technician,single,no,12,246,343,1,other,no
2621,24,blue-collar,single,no,3,108,-1,0,unknown,no
2622,30,admin.,single,no,29,253,-1,0,unknown,no
2623,32,self-employed,married,no,6,175,-1,0,unknown,no
2624,53,entrepreneur,married,no,15,106,-1,0,unknown,no
2625,42,blue-collar,married,no,7,86,-1,0,unknown,no
2626,48,blue-collar,married,no,21,248,-1,0,unknown,no
2627,33,technician,married,yes,28,265,-1,0,unknown,no
2628,31,blue-collar,divorced,no,26,182,-1,0,unknown,no
2629,56,unemployed,divorced,no,5,916,-1,0,unknown,no
2630,58,retired,married,no,4,506,-1,0,unknown,no
2631,37,admin.,single,no,20,81,-1,0,unknown,no
2632,59,management,married,no,17,30,-1,0,unknown,no
2633,50,management,single,no,14,904,-1,0,unknown,yes
2634,39,housemaid,single,no,6,699,-1,0,unknown,no
2635,30,technician,married,no,6,19,-1,0,unknown,no
2636,47,services,divorced,no,14,389,-1,0,unknown,no
2637,44,self-employed,married,no,6,211,-1,0,unknown,no
2638,38,blue-collar,married,no,16,283,-1,0,unknown,no
2639,50,management,married,no,12,474,-1,0,unknown,no
2640,27,admin.,single,no,15,157,351,5,failure,no
2641,73,retired,married,no,5,509,-1,0,unknown,no
2642,46,blue-collar,married,no,7,279,-1,0,unknown,no
2643,56,retired,divorced,yes,17,27,-1,0,unknown,no
2644,36,management,married,no,11,386,-1,0,unknown,yes
2645,33,blue-collar,married,no,18,679,-1,0,unknown,no
2646,40,management,married,no,2,169,-1,0,unknown,no
2647,52,management,married,no,3,315,-1,0,unknown,no
2648,51,blue-collar,married,no,20,293,-1,0,unknown,no
2649,33,blue-collar,married,no,3,439,-1,0,unknown,no
2650,54,services,married,no,19,198,-1,0,unknown,no
2651,44,management,married,no,15,770,-1,0,unknown,no
2652,50,entrepreneur,married,no,30,340,-1,0,unknown,no
2653,45,blue-collar,single,no,26,1472,192,4,failure,yes
2654,36,management,married,no,4,293,181,2,other,yes
2655,42,technician,married,no,2,311,-1,0,unknown,yes
2656,37,technician,married,no,18,291,-1,0,unknown,no
2657,28,services,single,yes,21,965,-1,0,unknown,no
2658,56,admin.,married,yes,9,594,-1,0,unknown,no
2659,59,admin.,married,no,12,139,350,1,failure,no
2660,32,unemployed,married,no,6,501,-1,0,unknown,no
2661,57,retired,married,no,15,274,-1,0,unknown,no
2662,49,admin.,single,no,21,10,-1,0,unknown,no
2663,56,entrepreneur,married,no,20,18,-1,0,unknown,no
2664,48,admin.,divorced,no,14,243,-1,0,unknown,no
2665,27,student,single,no,22,198,98,6,success,yes
2666,31,management,single,no,16,410,-1,0,unknown,no
2667,28,blue-collar,single,no,19,190,-1,0,unknown,no
2668,36,management,married,no,28,121,-1,0,unknown,no
2669,58,housemaid,married,no,9,148,-1,0,unknown,no
2670,46,admin.,married,yes,20,239,259,2,failure,no
2671,32,management,single,no,7,90,-1,0,unknown,no
2672,39,services,married,no,6,29,-1,0,unknown,no
2673,35,self-employed,married,no,2,58,136,1,failure,no
2674,31,management,married,no,18,1139,-1,0,unknown,yes
2675,29,management,single,no,5,504,92,1,success,yes
2676,48,blue-collar,married,no,5,348,-1,0,unknown,no
2677,60,retired,married,no,30,130,-1,0,unknown,no
2678,74,retired,married,no,26,100,104,1,other,no
2679,30,services,married,no,29,544,-1,0,unknown,no
2680,52,admin.,single,no,19,182,-1,0,unknown,no
2681,24,blue-collar,married,no,2,90,-1,0,unknown,no
2682,29,services,married,no,28,272,-1,0,unknown,no
2683,33,housemaid,married,no,11,260,-1,0,unknown,no
2684,34,blue-collar,married,yes,8,672,-1,0,unknown,no
2685,45,admin.,divorced,no,29,264,-1,0,unknown,yes
2686,31,blue-collar,married,yes,15,275,-1,0,unknown,no
2687,45,technician,married,no,23,76,-1,0,unknown,no
2688,27,services,married,no,4,749,-1,0,unknown,no
2689,30,management,single,no,25,142,-1,0,unknown,no
2690,45,blue-collar,married,no,26,454,-1,0,unknown,no
2691,57,blue-collar,married,yes,18,102,178,5,failure,no
2692,34,management,married,no,30,521,158,7,other,no
2693,40,admin.,married,yes,17,57,-1,0,unknown,no
2694,39,management,married,no,9,504,-1,0,unknown,no
2695,46,technician,married,no,11,138,-1,0,unknown,no
2696,55,management,divorced,no,5,103,95,1,other,yes
2697,25,management,single,no,17,485,-1,0,unknown,yes
2698,34,management,married,no,5,166,-1,0,unknown,no
2699,37,blue-collar,married,no,8,318,338,1,success,no
2700,64,retired,divorced,no,3,531,-1,0,unknown,no
2701,45,technician,divorced,no,13,155,363,4,failure,no
2702,57,housemaid,married,no,10,73,-1,0,unknown,no
2703,21,student,single,no,12,198,-1,0,unknown,no
2704,58,housemaid,married,no,14,137,-1,0,unknown,no
2705,41,blue-collar,single,no,1,479,-1,0,unknown,yes
2706,41,management,married,no,9,285,-1,0,unknown,no
2707,58,management,married,no,8,98,-1,0,unknown,no
2708,33,management,married,no,15,199,274,3,other,no
2709,32,management,married,yes,18,97,-1,0,unknown,no
2710,44,services,divorced,no,4,389,-1,0,unknown,no
2712,41,self-employed,married,no,6,37,-1,0,unknown,no
2713,54,technician,married,no,8,420,-1,0,unknown,no
2714,47,technician,divorced,no,7,973,366,1,failure,no
2715,32,management,single,no,28,77,-1,0,unknown,no
2716,59,housemaid,married,yes,29,376,-1,0,unknown,no
2717,29,technician,single,no,2,125,-1,0,unknown,yes
2718,48,services,married,no,20,142,-1,0,unknown,no
2719,32,technician,single,no,18,442,266,8,failure,yes
2720,46,management,divorced,yes,29,728,-1,0,unknown,no
2721,31,blue-collar,single,no,21,281,-1,0,unknown,no
2722,53,blue-collar,married,no,22,528,-1,0,unknown,yes
2723,34,technician,single,no,20,128,-1,0,unknown,no
2724,48,services,single,no,16,71,-1,0,unknown,no
2725,32,technician,married,no,20,161,-1,0,unknown,no
2726,31,management,married,no,12,129,-1,0,unknown,no
2727,27,blue-collar,single,no,15,54,-1,0,unknown,no
2728,60,admin.,married,no,11,443,350,1,failure,no
2729,34,blue-collar,single,no,6,136,-1,0,unknown,no
2730,52,self-employed,married,yes,6,44,-1,0,unknown,no
2731,48,blue-collar,married,yes,15,1181,-1,0,unknown,no
2732,45,technician,married,no,9,225,-1,0,unknown,no
2733,54,technician,divorced,no,30,81,-1,0,unknown,no
2734,52,services,married,no,10,224,-1,0,unknown,no
2735,47,entrepreneur,married,no,29,189,-1,0,unknown,no
2737,34,blue-collar,married,yes,19,50,-1,0,unknown,no
2738,39,technician,single,no,18,195,-1,0,unknown,no
2739,46,technician,married,no,7,110,-1,0,unknown,no
2740,26,unemployed,single,no,28,214,-1,0,unknown,no
2741,37,technician,single,no,19,182,-1,0,unknown,no
2742,47,blue-collar,married,no,17,239,-1,0,unknown,no
2743,35,technician,married,yes,12,179,-1,0,unknown,no
2744,57,unemployed,married,no,9,540,-1,0,unknown,no
2745,34,management,married,no,18,566,356,4,failure,no
2746,47,technician,married,no,18,697,-1,0,unknown,yes
2747,27,technician,married,no,15,98,-1,0,unknown,no
2748,40,blue-collar,married,yes,16,1018,-1,0,unknown,yes
2749,39,technician,married,no,5,221,241,1,failure,no
2750,36,entrepreneur,married,no,30,246,-1,0,unknown,no
2751,42,technician,single,no,21,656,-1,0,unknown,no
2752,23,blue-collar,single,no,3,281,-1,0,unknown,no
2753,34,management,married,no,8,65,-1,0,unknown,no
2754,34,blue-collar,married,yes,26,193,-1,0,unknown,no
2755,49,services,married,no,17,283,-1,0,unknown,no
2756,57,blue-collar,married,yes,20,78,-1,0,unknown,no
2757,59,retired,married,no,8,425,-1,0,unknown,no
2758,57,admin.,married,no,7,238,-1,0,unknown,no
2759,34,blue-collar,married,no,6,182,90,8,failure,no
2760,61,management,married,no,18,998,-1,0,unknown,yes
2761,35,blue-collar,divorced,no,8,477,-1,0,unknown,no
2762,42,management,married,no,4,158,-1,0,unknown,no
2763,57,services,married,no,8,320,-1,0,unknown,no
2764,42,blue-collar,married,no,13,149,364,2,failure,no
2765,53,retired,married,yes,14,410,-1,0,unknown,no
2766,63,retired,married,no,13,104,-1,0,unknown,no
2767,47,self-employed,married,no,20,454,-1,0,unknown,no
2768,54,services,married,no,13,190,-1,0,unknown,no
2769,45,admin.,married,no,19,145,-1,0,unknown,no
2770,28,management,single,no,2,318,-1,0,unknown,no
2771,58,unemployed,married,no,29,246,-1,0,unknown,no
2772,48,management,single,no,21,761,-1,0,unknown,no
2773,35,management,divorced,no,29,171,-1,0,unknown,yes
2774,37,self-employed,married,no,6,143,-1,0,unknown,no
2775,37,blue-collar,married,no,6,968,-1,0,unknown,no
2776,37,management,married,no,2,154,388,1,failure,no
2777,25,services,single,no,15,246,-1,0,unknown,no
2778,58,blue-collar,married,no,13,201,-1,0,unknown,no
2779,52,management,married,no,22,81,-1,0,unknown,no
2780,19,student,single,no,16,205,-1,0,unknown,yes
2781,59,blue-collar,married,no,5,200,-1,0,unknown,no
2782,41,technician,married,yes,8,210,-1,0,unknown,no
2783,34,technician,single,no,22,215,-1,0,unknown,no
2784,35,technician,single,no,4,164,167,4,other,no
2785,41,technician,married,no,16,35,-1,0,unknown,no
2786,28,blue-collar,single,no,28,615,-1,0,unknown,no
2787,53,management,divorced,yes,11,246,-1,0,unknown,no
2788,35,services,married,yes,9,42,-1,0,unknown,no
2789,33,admin.,single,no,8,217,-1,0,unknown,no
2790,37,technician,single,no,26,210,-1,0,unknown,no
2791,32,technician,married,no,26,116,-1,0,unknown,no
2792,32,blue-collar,married,no,3,200,-1,0,unknown,no
2793,54,services,married,no,15,145,-1,0,unknown,no
2794,44,blue-collar,married,no,5,41,-1,0,unknown,no
2795,36,technician,divorced,no,18,192,-1,0,unknown,no
2796,56,admin.,married,no,17,80,165,2,other,no
2797,30,management,single,no,20,121,-1,0,unknown,no
2798,36,blue-collar,married,no,23,106,-1,0,unknown,no
2799,43,management,married,no,20,230,-1,0,unknown,no
2800,40,technician,married,no,29,125,-1,0,unknown,no
2801,32,technician,single,yes,11,67,-1,0,unknown,no
2802,34,blue-collar,married,yes,2,26,-1,0,unknown,no
2803,37,services,married,no,15,395,-1,0,unknown,no
2804,28,admin.,single,no,29,603,-1,0,unknown,no
2806,53,blue-collar,single,no,28,287,-1,0,unknown,no
2807,60,admin.,married,no,26,149,-1,0,unknown,no
2808,40,entrepreneur,married,yes,18,173,-1,0,unknown,no
2809,57,retired,married,no,28,118,-1,0,unknown,no
2810,29,technician,single,no,19,314,-1,0,unknown,no
2811,44,blue-collar,married,no,7,378,-1,0,unknown,no
2812,41,admin.,single,no,21,94,130,3,other,no
2813,47,technician,married,yes,25,108,-1,0,unknown,no
2814,43,technician,married,no,5,203,-1,0,unknown,no
2815,37,technician,single,no,13,121,-1,0,unknown,no
2816,34,technician,single,no,16,489,-1,0,unknown,no
2817,30,blue-collar,single,yes,8,287,-1,0,unknown,no
2818,57,entrepreneur,divorced,no,11,652,370,4,other,no
2819,26,admin.,single,no,13,612,348,3,other,no
2820,34,management,married,no,25,53,-1,0,unknown,no
2821,46,technician,divorced,yes,17,270,-1,0,unknown,yes
2822,38,entrepreneur,married,no,18,442,-1,0,unknown,yes
2823,37,technician,single,no,12,664,-1,0,unknown,yes
2824,28,management,single,no,14,394,-1,0,unknown,no
2825,57,blue-collar,married,no,9,230,-1,0,unknown,no
2826,39,management,married,no,11,877,300,2,other,yes
2827,49,services,married,no,9,1971,-1,0,unknown,yes
2828,38,technician,married,no,21,161,-1,0,unknown,no
2829,27,blue-collar,married,no,3,188,-1,0,unknown,no
2830,30,admin.,married,no,18,23,-1,0,unknown,no
2831,38,admin.,married,no,5,176,-1,0,unknown,no
